0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.0,0.0,0.0,0.07482913519584795,-0.06390215550777784,-0.05933458739367604,0.11784467136970543,-0.2223067944767225,-0.08941779689221485,0.07382114680279461,-0.33490488059135926,-0.11521588644240258,0.009434329159346751,-0.3838465154555575,-0.13951609560282874,0.07416118698173353,-0.4992337474060456,-0.062379131863425384,0.0949174708085881,-0.7283965637233482,-0.11860537497163073,0.10517208028621881,-0.8768752949414856,-0.1485580576267243,0.11225572155301418,-1.0,-0.164963522261752,-0.010762402055616014,-0.4923990418554424,-0.060101959659776806,-0.00702247031763313,-0.591606926252213,-0.15418207160658223,0.0153215369589319,-0.45391996368067017,-0.18019932634962682,0.0389989462042604,-0.3286531982485266,-0.17031701494720317,-0.0859677470926508,-0.4454215670511838,-0.06354646094136204,-0.06734609695328989,-0.36625388653792385,-0.15958410704015216,-0.019311141412494476,-0.19533125628008516,-0.1618013838705015,0.018218001244054965,-0.08708997039076614,-0.13245857529509408,-0.1498996660372314,-0.36886513206008564,-0.07110048498069468,-0.12387729481766975,-0.2909565866542337,-0.13875915471267408,-0.0751085713482304,-0.15961581242390482,-0.13935085183631288,-0.038126225544943014,-0.0879583824382797,-0.11810163589027665
0.0,0.0,0.0,0.07333871243511378,-0.08946686598198324,-0.05145231664766368,0.11528935390053786,-0.24251006374386344,-0.07944935168159423,0.06557492218821344,-0.3389589952234093,-0.1055348594812918,-0.0020182398493679234,-0.3775272411237284,-0.1303043998006528,0.06412759281103934,-0.5160012127742685,-0.05331474046704989,0.08907360799052864,-0.7415817487808734,-0.10169266026632197,0.10001743147674648,-0.8831502113095507,-0.12573385906095527,0.10416475555664659,-1.0,-0.13781963807677344,-0.01570819384921891,-0.49800986154303994,-0.054075742458265026,-0.0033260851121191723,-0.591222933837048,-0.13638302168252878,0.014456928209878856,-0.4575372887173663,-0.15876922611682084,0.031490032726817,-0.33321985108200053,-0.14874437737983306,-0.08586665770867491,-0.44740937462450725,-0.059671926822133486,-0.05534450799737634,-0.3732953436961794,-0.14591341780664693,-0.011805814856398655,-0.21523577821907372,-0.15007889743173775,0.01922135240696501,-0.11162163768454862,-0.1242545118616843,-0.14492415638758646,-0.37261229682477953,-0.06865906300600315,-0.1106445490404828,-0.3042100623226436,-0.1273864847215533,-0.0637424637664307,-0.18221362743109346,-0.12622648131493241,-0.028970974384019632,-0.10457863200268395,-0.10521769596908719
0.0,0.0,0.0,0.07322972540500147,-0.10368681554955264,-0.04820638561958695,0.10845915570025415,-0.2619913574394888,-0.07343475893416304,0.05631946921477693,-0.36155609447061354,-0.09845606326505536,-0.012803746119112861,-0.3991278056347896,-0.12205018465122952,0.0643627773408635,-0.5221521205208235,-0.04385492157183422,0.08388396310182343,-0.7503653138819487,-0.08872705892358394,0.0914713229466108,-0.8868627118524289,-0.11075887599464679,0.09229219988377331,-1.0,-0.12237396053423812,-0.013939977100036095,-0.4968986112041705,-0.0452068094214156,-0.009830757162668012,-0.5820147664331736,-0.12594564396213603,0.010561730301676658,-0.4479395106842322,-0.14675246200689102,0.029886796134157935,-0.3301336543231905,-0.1366003598706503,-0.08076745750305378,-0.4437380490248812,-0.05168492403674982,-0.062467358731085464,-0.38269050080825745,-0.13351200234343621,-0.018231767634600785,-0.23332309783196353,-0.13592727691372714,0.01304524302372828,-0.13540277140678775,-0.11027017685425355,-0.13505930914244582,-0.3718203239650423,-0.06177967729997342,-0.10745395472302324,-0.3016160845333746,-0.11576103671447653,-0.06223909234995723,-0.18927427496864127,-0.11492004831892086,-0.028669056627012468,-0.1205999941445635,-0.09553422967602931
0.0,0.0,0.0,0.06425675630120482,-0.11754275961109097,-0.050339824590543834,0.08642308767464162,-0.2722956513531273,-0.07689031267168635,0.022116491188763604,-0.36107746077484115,-0.10287304208823464,-0.05097670684480513,-0.394886531895903,-0.1279075632879465,0.046331456417325716,-0.518638828771219,-0.0452084443597231,0.06712487481608143,-0.7492823998800932,-0.08902649488242269,0.07264090224737224,-0.887223331222516,-0.11153288438372522,0.07210018032707816,-1.0,-0.12406431974473983,-0.028975714190138488,-0.4720105094849346,-0.046689232031719714,-0.053878691791098575,-0.5839684715451962,-0.1257856991094512,-0.03558900362676807,-0.46818178753559736,-0.14936936397595887,-0.011462879434985527,-0.3608924141786768,-0.14174852227326049,-0.09005600148950063,-0.4014370154390474,-0.05296882950351022,-0.09590275822116699,-0.3678558296160646,-0.13700387672202857,-0.04324406183502121,-0.23509744767428895,-0.14200250754317803,-0.0038242098826707076,-0.15018626537279264,-0.1176352341332018,-0.1355314877424782,-0.3184739049551309,-0.06225685066665877,-0.1276709749123907,-0.28421850227392603,-0.12055640832853694,-0.07838707101007539,-0.18483126167237937,-0.11933341784484858,-0.03780064237307738,-0.12296616001862913,-0.0987931095306656
0.0,0.0,0.0,0.06485317163616473,-0.11638868466452379,-0.049581797943881956,0.08759355180198683,-0.27339255204428303,-0.07538836864185093,0.025455969169111293,-0.36379533564259964,-0.10092134873924775,-0.04796850773631937,-0.39667648676782097,-0.12565640878814374,0.046922994531177695,-0.5186255047403739,-0.04405252183230925,0.06969155592622134,-0.7492548612620407,-0.08762466356933366,0.07611224864371335,-0.8872798146486237,-0.11010177411982433,0.0762619939207577,-1.0,-0.1225343757464324,-0.028933543254027264,-0.47090022908947593,-0.04600025358132368,-0.05428500269853468,-0.5861044702084891,-0.12578293834775744,-0.036695080139720664,-0.4759038011382721,-0.15041156486119864,-0.012908614824990406,-0.3700097646399406,-0.14315454737115826,-0.09010214915669491,-0.39941661735818135,-0.052625841903479846,-0.09629666411198451,-0.36404865473626635,-0.13664684120882814,-0.0433273400559257,-0.23349666660773913,-0.14248416428322347,-0.003556242350252123,-0.14802154252193925,-0.11846270807279809,-0.13464424577775513,-0.3165774261074651,-0.06226006891627995,-0.12610686717281958,-0.2786960306062708,-0.12011823830106604,-0.07733802812507475,-0.17974320764782406,-0.11938902299751468,-0.03722558398058303,-0.11819561100752574,-0.09925449662414772
0.0,0.0,0.0,0.06606270989758341,-0.11882630262859711,-0.04959390922317264,0.08737298959909427,-0.27397377019967734,-0.07586150570323012,0.02319375331076278,-0.363852718321101,-0.101745388735954,-0.050388088535771106,-0.396430179111383,-0.12665284049965514,0.04385181372608811,-0.5212966427222949,-0.04521302637822552,0.06769495946362122,-0.750732195850474,-0.08897763607191383,0.07552122445310872,-0.8878814683189415,-0.11177797169341537,0.07672546656398536,-1.0,-0.12469864305577472,-0.032205938174176524,-0.472881963804578,-0.04766351105635956,-0.05750693195660394,-0.5949655413689674,-0.12676006484775126,-0.03995666319817996,-0.48722649546228863,-0.15174414936749742,-0.016212562238675822,-0.3825085246824874,-0.14537130891141192,-0.09315475469116011,-0.39881416388487123,-0.054729043311322806,-0.09885071936504969,-0.36515663340098775,-0.13847786826700526,-0.04565383190478342,-0.23789362119696453,-0.1453516779432508,-0.005512323510398209,-0.15560290603241853,-0.12256601319862168,-0.13691605656671327,-0.31229258246223746,-0.0647782471551606,-0.12823885454400114,-0.2764069632666894,-0.12301151839007048,-0.07766458590618983,-0.1800554493709217,-0.12334587303979092,-0.035357310580395596,-0.12017953070050466,-0.10433144160838081
0.0,0.0,0.0,0.06605823609349955,-0.1187586498254552,-0.050334070718763675,0.08420845534578762,-0.2724994510612503,-0.07787913817306623,0.019661859985899626,-0.35890845745187744,-0.10486159553986595,-0.05589872481476315,-0.39332717771248205,-0.13085517467681537,0.04203400730291848,-0.5194068875808889,-0.0479906646200281,0.06702547346879453,-0.7501638475299425,-0.09237400139921627,0.07425473093451791,-0.8877882658268998,-0.11605449835091194,0.07508084986770211,-1.0,-0.12952266886995048,-0.03483800937397628,-0.47074276365272705,-0.05048789281819322,-0.05574856165536155,-0.5910275987427687,-0.13025668547302782,-0.04005081619320309,-0.48934172599688425,-0.15645579082276698,-0.01885388261823244,-0.3884291635466302,-0.15129674403066495,-0.09687744559250666,-0.39579724569330704,-0.05737628238829442,-0.09952150057020817,-0.3583610826302434,-0.14054505139132364,-0.04713942439523423,-0.2337293616233323,-0.14732710362777204,-0.007665854049645749,-0.1524485796092557,-0.12511467246406568,-0.14088265388999996,-0.3086315066445048,-0.06744047225166341,-0.1309162095304942,-0.2701986000967133,-0.12528945445770698,-0.08007097939639467,-0.17633466142104343,-0.12521489418736012,-0.037081750898789456,-0.11749009564358455,-0.10614979005164618
0.0,0.0,0.0,0.06645352825036302,-0.11935268659459816,-0.048462906472567714,0.08275891919009833,-0.2745978172149706,-0.07435196406738948,0.016217159093945405,-0.3574098109333216,-0.09998774248711961,-0.05956863169334777,-0.3868500798748212,-0.12484219509888382,0.039017851427467824,-0.5195641096810387,-0.04501125869597116,0.06185536779580338,-0.7492099369475647,-0.0888788504827426,0.070148380026331,-0.8874101750068765,-0.11248873405368645,0.07131112366589049,-1.0,-0.12622718507019387,-0.036359932179190646,-0.4693416471968914,-0.04834356691137166,-0.0619418287544877,-0.5857025762813527,-0.1271576039469754,-0.044245171611200486,-0.4805218825134117,-0.1533745458468258,-0.021578155211692106,-0.38133480823922933,-0.14872079776687108,-0.09630373151434754,-0.39200929903236126,-0.05602324997153958,-0.1014948526822455,-0.35669093493828485,-0.13916371069490427,-0.04811182547886741,-0.23338083651185867,-0.14604152370349718,-0.008665263117104024,-0.15649360602980808,-0.12412903542325408,-0.13900273638517252,-0.3027496095324144,-0.06657459249407556,-0.1321718258424201,-0.2694909954817899,-0.12474318167571581,-0.08046103691586051,-0.17664692631031453,-0.12432017403959852,-0.03714586750212259,-0.12034917518589236,-0.10516494396151856
0.0,0.0,0.0,0.06492408554225079,-0.11498958457934699,-0.05110094528973816,0.08099170947247727,-0.2672602438014527,-0.07891695324506748,0.011545923555097051,-0.35301060589540095,-0.10598207532682782,-0.06551216076483703,-0.38707892346079337,-0.13181582899795366,0.03870641917537091,-0.520140785322406,-0.04671963704567776,0.06061625428088365,-0.7514544189052205,-0.09192538128581372,0.06760318134326818,-0.8888996379631112,-0.1163074523106934,0.06832555371247837,-1.0,-0.13056849691529385,-0.03664224246460215,-0.4692469908672753,-0.04977297137564912,-0.06632577634799529,-0.5849873737858402,-0.13009378840338612,-0.04981176613145268,-0.48031475640862975,-0.15702127406512975,-0.026035698661064192,-0.3828509235276048,-0.1528100418231911,-0.0967767595493882,-0.3899057513103179,-0.05756132729431474,-0.10514027126882429,-0.3522678996206378,-0.1430553563881913,-0.051815822953099326,-0.22859252129328203,-0.1498058239902107,-0.010699213503207206,-0.15455459254224965,-0.12753739631049504,-0.1390348428733759,-0.29762644187879894,-0.06831559666233385,-0.1369805737543434,-0.2686279064387208,-0.12853727202468457,-0.0854610967257951,-0.17554561522669243,-0.12747538308577933,-0.040581210454573795,-0.1208149372870192,-0.10754219033996239
0.0,0.0,0.0,0.061824204662857034,-0.11592828925493649,-0.049996491968524494,0.07613747013796152,-0.2683217605420391,-0.07774958977960188,0.0062690194090655555,-0.35075486014606594,-0.10506128035269208,-0.07134830575317183,-0.3785254256511132,-0.13122225388808617,0.030750375188886195,-0.5224720897962832,-0.04480864175886049,0.052015634312712604,-0.7522359294156612,-0.08908874218986591,0.05885994765310923,-0.8891305667657956,-0.11289965370832619,0.06017045420783798,-1.0,-0.126908582803375,-0.04365772542916468,-0.4687212214171173,-0.04849908851588251,-0.07609380897647645,-0.5835677472674959,-0.12798725892462073,-0.05729894487248745,-0.4744408852416749,-0.15392436566737666,-0.031269219630368224,-0.3743197965648225,-0.14898994395687704,-0.10254446398432125,-0.3870755728202294,-0.05688435990100315,-0.11376584751610619,-0.35225990430196785,-0.14170257316743415,-0.05908773490802867,-0.22760444641134964,-0.14749458792852363,-0.01723827910952932,-0.15244865486161865,-0.12459935947343379,-0.14335181311369444,-0.2932668030238325,-0.0681364677146201,-0.14441510448839323,-0.2677496701515507,-0.12725005700569977,-0.09230623163615423,-0.17438009547068412,-0.12496305178160305,-0.047257962801207115,-0.11902001618821526,-0.10432810869483126
0.0,0.0,0.0,0.06100096020187433,-0.11630029012218736,-0.05255370177247619,0.07196916633551814,-0.26502334532683713,-0.08122759817169338,0.004365310684320362,-0.34974799210603763,-0.10921701894266901,-0.07111944179439722,-0.3854814178001739,-0.1357659049693351,0.029918199871457676,-0.524187036810831,-0.04425209813741887,0.05044080120934926,-0.7511246422436253,-0.09055364907218545,0.05711721936257645,-0.8881980211491808,-0.1160437553334954,0.058275131080698706,-1.0,-0.13115435894123617,-0.04267865398561089,-0.468164334195608,-0.04698652810066525,-0.07887388369445274,-0.5813984724389076,-0.12842135278780076,-0.06020321438272111,-0.4689811500466185,-0.15544664171166855,-0.033624769806676266,-0.3688146222819406,-0.15096977134098322,-0.09951897133155724,-0.38419929317184626,-0.05496399595606493,-0.11384211147515974,-0.354061220987137,-0.14160458177713545,-0.05866531939468626,-0.2292103409051668,-0.1471345173461981,-0.016376544479303087,-0.15657279572336497,-0.12363076750790682,-0.13742467981674214,-0.28849123577414276,-0.06604777550237341,-0.14087635558290645,-0.2666661512604003,-0.1263021310718793,-0.09021217729769403,-0.17470684980082124,-0.12438306737951911,-0.04730148741094424,-0.12571253627815857,-0.1038284786402183
